ID	GENE_COORD	GENE_NAME	BIOMART	OG
Medtr4g116130	Mtrunc_chr4:48019673-48020674	Medtr4g116130	MTR_4g116130	OG0003475
Medtr4g116140	Mtrunc_chr4:48024557-48025670	Medtr4g116140	MTR_4g116140	OG0003475
Medtr4g116160	Mtrunc_chr4:48032435-48040442	Medtr4g116160	MTR_4g116160	OG0006151
Medtr4g116170	Mtrunc_chr4:48044473-48055979	Medtr4g116170	MTR_4g116170	OG0008285
Medtr4g116190	Mtrunc_chr4:48063074-48065719	Medtr4g116190	MTR_4g116190	OG0006143
Medtr4g116200	Mtrunc_chr4:48069710-48070498	Medtr4g116200	MTR_4g116200	OG0002210
Medtr4g116210	Mtrunc_chr4:48071369-48075176	Medtr4g116210	MTR_4g116210	OG0002458
Medtr4g116260	Mtrunc_chr4:48100169-48100920	Medtr4g116260	MTR_4g116260	OG0017898
Medtr4g116277	Mtrunc_chr4:48106636-48107654	Medtr4g116277	MTR_4g116277	OG0001152
Medtr4g116290	Mtrunc_chr4:48121219-48124806	Medtr4g116290	MTR_4g116290	NA
Medtr4g116300	Mtrunc_chr4:48132366-48133843	Medtr4g116300	MTR_4g116300	OG0007691
Medtr4g116320	Mtrunc_chr4:48145999-48148231	Medtr4g116320	MTR_4g116320	OG0000281
Medtr4g116330	Mtrunc_chr4:48152078-48157043	Medtr4g116330	MTR_4g116330	OG0000281
Medtr4g116340	Mtrunc_chr4:48170389-48171189	Medtr4g116340	MTR_4g116340	OG0000281
Medtr4g116350	Mtrunc_chr4:48173223-48176147	Medtr4g116350	MTR_4g116350	OG0012634
Medtr4g116360	Mtrunc_chr4:48185378-48186851	Medtr4g116360	MTR_4g116360	OG0006400
Medtr4g116370	Mtrunc_chr4:48189525-48203313	Medtr4g116370	MTR_4g116370	OG0008110
Medtr4g116400	Mtrunc_chr4:48215026-48215385	Medtr4g116400	MTR_4g116400	OG0016150
Medtr4g116410	Mtrunc_chr4:48216261-48218581	Medtr4g116410	MTR_4g116410	OG0001267
Medtr4g116420	Mtrunc_chr4:48228380-48231422	Medtr4g116420	MTR_4g116420	OG0012784
Medtr4g116430	Mtrunc_chr4:48231702-48238045	Medtr4g116430	MTR_4g116430	OG0008408
Medtr4g116460	Mtrunc_chr4:48243366-48247551	Medtr4g116460	MTR_4g116460	OG0011498
Medtr4g116465	Mtrunc_chr4:48248143-48248879	Medtr4g116465	MTR_4g116465	OG0011473
Medtr4g116470	Mtrunc_chr4:48248965-48250980	Medtr4g116470	MTR_4g116470	OG0011473
Medtr4g116480	Mtrunc_chr4:48252515-48253327	Medtr4g116480	MTR_4g116480	OG0004227
Medtr4g116500	Mtrunc_chr4:48260415-48261004	Medtr4g116500	MTR_4g116500	OG0003387
Medtr4g116520	Mtrunc_chr4:48267560-48275263	Medtr4g116520	MTR_4g116520	OG0006253
Medtr4g116530	Mtrunc_chr4:48276959-48277730	Medtr4g116530	MTR_4g116530	OG0004390
Medtr4g116540	Mtrunc_chr4:48279167-48281264	Medtr4g116540	MTR_4g116540	OG0012493
Medtr4g116545	Mtrunc_chr4:48281416-48287145	Medtr4g116545	MTR_4g116545	OG0001881
Medtr4g116640	Mtrunc_chr4:48295308-48295565	Medtr4g116640	MTR_4g116640	OG0015657
Medtr4g116620	Mtrunc_chr4:48306184-48306438	Medtr4g116620	MTR_4g116620	OG0015657
Medtr4g116580	Mtrunc_chr4:48317297-48318916	Medtr4g116580	MTR_4g116580	OG0003647
Medtr4g116570	Mtrunc_chr4:48319548-48326239	Medtr4g116570	MTR_4g116570	OG0004712
Medtr4g116770	Mtrunc_chr4:48329424-48333293	Medtr4g116770	MTR_4g116770	OG0004876
Medtr4g116790	Mtrunc_chr4:48342066-48345946	Medtr4g116790	MTR_4g116790	OG0004876
Medtr4g116830	Mtrunc_chr4:48347156-48348438	Medtr4g116830	MTR_4g116830	OG0001054
Medtr4g116840	Mtrunc_chr4:48353077-48368829	Medtr4g116840	MTR_4g116840	OG0008643
Medtr4g116860	Mtrunc_chr4:48375007-48390158	Medtr4g116860	MTR_4g116860	OG0010823
Medtr4g116870	Mtrunc_chr4:48392492-48398560	Medtr4g116870	MTR_4g116870	OG0009335
Medtr4g116890	Mtrunc_chr4:48403269-48403517	Medtr4g116890	MTR_4g116890	OG0010255
Medtr4g116900	Mtrunc_chr4:48410145-48412704	Medtr4g116900	MTR_4g116900	OG0006325
Medtr4g116910	Mtrunc_chr4:48416741-48420430	Medtr4g116910	MTR_4g116910	OG0006325
Medtr4g116920	Mtrunc_chr4:48423529-48424872	Medtr4g116920	MTR_4g116920	OG0000220
Medtr4g116930	Mtrunc_chr4:48430373-48432658	Medtr4g116930	MTR_4g116930	OG0014630
Medtr4g116950	Mtrunc_chr4:48434860-48440272	Medtr4g116950	MTR_4g116950	OG0000086
Medtr4g116980	Mtrunc_chr4:48447801-48452732	Medtr4g116980	MTR_4g116980	OG0004754
Medtr4g116990	Mtrunc_chr4:48454178-48456229	Medtr4g116990	MTR_4g116990	OG0000220
Medtr4g117000	Mtrunc_chr4:48460106-48461676	Medtr4g117000	MTR_4g117000	OG0000220
Medtr4g117010	Mtrunc_chr4:48466158-48466382	Medtr4g117010	MTR_4g117010	OG0028432
Medtr4g117020	Mtrunc_chr4:48467032-48471237	Medtr4g117020	MTR_4g117020	OG0002868
Medtr4g117030	Mtrunc_chr4:48475874-48481388	Medtr4g117030	MTR_4g117030	OG0002868
Medtr4g117040	Mtrunc_chr4:48483066-48488071	Medtr4g117040	MTR_4g117040	OG0002868
Medtr4g117050	Mtrunc_chr4:48490975-48494729	Medtr4g117050	MTR_4g117050	OG0007769
Medtr4g117060	Mtrunc_chr4:48496814-48499882	Medtr4g117060	MTR_4g117060	OG0000032
Medtr4g117090	Mtrunc_chr4:48521336-48522950	Medtr4g117090	MTR_4g117090	OG0014575
Medtr4g117110	Mtrunc_chr4:48527554-48529238	Medtr4g117110	MTR_4g117110	OG0023099
Medtr4g117120	Mtrunc_chr4:48530351-48534125	Medtr4g117120	MTR_4g117120	OG0000049
Medtr4g117140	Mtrunc_chr4:48537622-48540301	Medtr4g117140	MTR_4g117140	NA
Medtr4g117170	Mtrunc_chr4:48557211-48561073	Medtr4g117170	MTR_4g117170	OG0004128
Medtr4g117210	Mtrunc_chr4:48569701-48570077	Medtr4g117210	MTR_4g117210	NA
Medtr4g117220	Mtrunc_chr4:48571845-48574411	Medtr4g117220	MTR_4g117220	NA
Medtr4g117240	Mtrunc_chr4:48575775-48577254	Medtr4g117240	MTR_4g117240	OG0004786
Medtr4g117250	Mtrunc_chr4:48585269-48587547	Medtr4g117250	MTR_4g117250	OG0004546
Medtr4g117260	Mtrunc_chr4:48587906-48591924	Medtr4g117260	MTR_4g117260	OG0008494
Medtr4g117270	Mtrunc_chr4:48593945-48594798	Medtr4g117270	MTR_4g117270	OG0014268
Medtr4g117280	Mtrunc_chr4:48596099-48600709	Medtr4g117280	MTR_4g117280	OG0004144
Medtr4g117290	Mtrunc_chr4:48605149-48606897	Medtr4g117290	MTR_4g117290	OG0003797
Medtr4g117300	Mtrunc_chr4:48610635-48612628	Medtr4g117300	MTR_4g117300	OG0003797
Medtr4g117310	Mtrunc_chr4:48617221-48628198	Medtr4g117310	MTR_4g117310	OG0008797
Medtr4g117330	Mtrunc_chr4:48643851-48644967	Medtr4g117330	MTR_4g117330	OG0001150
Medtr4g117350	Mtrunc_chr4:48659959-48661848	Medtr4g117350	MTR_4g117350	OG0019417
Medtr4g117360	Mtrunc_chr4:48666950-48672872	Medtr4g117360	MTR_4g117360	OG0002026
Medtr4g117370	Mtrunc_chr4:48678758-48682564	Medtr4g117370	MTR_4g117370	OG0013164
Medtr4g117380	Mtrunc_chr4:48686385-48690462	Medtr4g117380	MTR_4g117380	OG0000455
Medtr4g117390	Mtrunc_chr4:48691786-48693934	Medtr4g117390	MTR_4g117390	OG0000455
Medtr4g117400	Mtrunc_chr4:48695639-48704125	Medtr4g117400	MTR_4g117400	OG0000455
Medtr4g117430	Mtrunc_chr4:48705099-48705566	Medtr4g117430	MTR_4g117430	OG0000281
Medtr4g117450	Mtrunc_chr4:48714018-48716850	Medtr4g117450	MTR_4g117450	OG0000455
Medtr4g117470	Mtrunc_chr4:48718818-48720181	Medtr4g117470	MTR_4g117470	OG0000986
Medtr4g117480	Mtrunc_chr4:48720835-48721553	Medtr4g117480	MTR_4g117480	OG0000968
Medtr4g117490	Mtrunc_chr4:48722680-48729189	Medtr4g117490	MTR_4g117490	OG0007771
Medtr4g117500	Mtrunc_chr4:48730352-48731240	Medtr4g117500	MTR_4g117500	NA
Medtr4g117510	Mtrunc_chr4:48732134-48733017	Medtr4g117510	MTR_4g117510	OG0028433
Medtr4g117520	Mtrunc_chr4:48733147-48733724	Medtr4g117520	MTR_4g117520	NA
Medtr4g117530	Mtrunc_chr4:48734767-48735876	Medtr4g117530	MTR_4g117530	OG0000281
Medtr4g117540	Mtrunc_chr4:48739297-48739794	Medtr4g117540	MTR_4g117540	OG0028433
Medtr4g117550	Mtrunc_chr4:48741786-48742980	Medtr4g117550	MTR_4g117550	OG0000043
Medtr4g117570	Mtrunc_chr4:48749671-48759684	Medtr4g117570	MTR_4g117570	OG0004858
Medtr4g117600	Mtrunc_chr4:48786110-48787634	Medtr4g117600	MTR_4g117600	OG0009938
Medtr4g117610	Mtrunc_chr4:48787651-48792612	Medtr4g117610	MTR_4g117610	OG0020435
Medtr4g117620	Mtrunc_chr4:48793500-48794372	Medtr4g117620	MTR_4g117620	OG0011544
Medtr4g117660	Mtrunc_chr4:48814098-48819977	Medtr4g117660	MTR_4g117660	OG0020435
Medtr4g117670	Mtrunc_chr4:48832907-48835990	Medtr4g117670	MTR_4g117670	OG0020435
Medtr4g117680	Mtrunc_chr4:48836846-48845621	Medtr4g117680	MTR_4g117680	OG0004979
Medtr4g117720	Mtrunc_chr4:48852116-48853354	Medtr4g117720	MTR_4g117720	OG0000281
Medtr4g117730	Mtrunc_chr4:48855560-48855857	Medtr4g117730	MTR_4g117730	OG0019872
Medtr4g117740	Mtrunc_chr4:48857530-48858580	Medtr4g117740	MTR_4g117740	OG0000446
Medtr4g117750	Mtrunc_chr4:48862818-48864913	Medtr4g117750	MTR_4g117750	OG0000281
Medtr4g117760	Mtrunc_chr4:48869539-48869809	Medtr4g117760	MTR_4g117760	OG0028434
Medtr4g117770	Mtrunc_chr4:48870095-48871198	Medtr4g117770	MTR_4g117770	OG0000281
Medtr4g117780	Mtrunc_chr4:48875399-48876502	Medtr4g117780	MTR_4g117780	OG0000281
Medtr4g117800	Mtrunc_chr4:48882742-48885495	Medtr4g117800	MTR_4g117800	OG0002868
Medtr4g117810	Mtrunc_chr4:48885781-48886884	Medtr4g117810	MTR_4g117810	OG0000281
Medtr4g117850	Mtrunc_chr4:48898239-48899369	Medtr4g117850	MTR_4g117850	OG0000281
Medtr4g117870	Mtrunc_chr4:48902677-48903590	Medtr4g117870	MTR_4g117870	OG0000281
Medtr4g117880	Mtrunc_chr4:48904430-48909286	Medtr4g117880	MTR_4g117880	OG0000060
Medtr4g117890	Mtrunc_chr4:48911175-48912998	Medtr4g117890	MTR_4g117890	OG0005833
Medtr4g117940	Mtrunc_chr4:48943577-48944110	Medtr4g117940	MTR_4g117940	OG0000049
Medtr4g117950	Mtrunc_chr4:48950939-48952363	Medtr4g117950	MTR_4g117950	OG0005833
Medtr4g117960	Mtrunc_chr4:48957547-48959432	Medtr4g117960	MTR_4g117960	OG0005833
Medtr4g117970	Mtrunc_chr4:48961083-48963460	Medtr4g117970	MTR_4g117970	OG0005833
Medtr4g117980	Mtrunc_chr4:48964532-48966686	Medtr4g117980	MTR_4g117980	OG0005833
Medtr4g117990	Mtrunc_chr4:48969471-48970716	Medtr4g117990	MTR_4g117990	OG0001470
Medtr4g118000	Mtrunc_chr4:48973662-48975250	Medtr4g118000	MTR_4g118000	OG0005833
Medtr4g118010	Mtrunc_chr4:48978527-48983825	Medtr4g118010	MTR_4g118010	OG0010096
Medtr4g118020	Mtrunc_chr4:48984796-48987348	Medtr4g118020	MTR_4g118020	OG0003952
Medtr4g118030	Mtrunc_chr4:48999077-49000120	Medtr4g118030	MTR_4g118030	OG0005517
Medtr4g118050	Mtrunc_chr4:49004206-49004933	Medtr4g118050	MTR_4g118050	OG0006528
Medtr4g118060	Mtrunc_chr4:49006082-49010167	Medtr4g118060	MTR_4g118060	OG0008939
Medtr4g118320	Mtrunc_chr4:49019543-49021164	Medtr4g118320	MTR_4g118320	OG0008798
Medtr4g118340	Mtrunc_chr4:49023234-49028186	Medtr4g118340	MTR_4g118340	OG0008356
Medtr4g118350	Mtrunc_chr4:49029472-49034937	Medtr4g118350	MTR_4g118350	OG0009422
Medtr4g118355	Mtrunc_chr4:49034963-49037054	Medtr4g118355	MTR_4g118355	OG0022646
Medtr4g118360	Mtrunc_chr4:49038301-49038681	Medtr4g118360	MTR_4g118360	OG0000281
Medtr4g118370	Mtrunc_chr4:49040590-49041416	Medtr4g118370	MTR_4g118370	OG0000281
Medtr4g118380	Mtrunc_chr4:49043672-49044745	Medtr4g118380	MTR_4g118380	OG0000281
Medtr4g118400	Mtrunc_chr4:49047993-49049195	Medtr4g118400	MTR_4g118400	OG0000281
Medtr4g118420	Mtrunc_chr4:49052546-49055219	Medtr4g118420	MTR_4g118420	OG0011945
Medtr4g118430	Mtrunc_chr4:49058827-49059123	Medtr4g118430	MTR_4g118430	OG0022438
Medtr4g118440	Mtrunc_chr4:49060399-49061475	Medtr4g118440	MTR_4g118440	OG0021495
Medtr4g118470	Mtrunc_chr4:49067880-49068993	Medtr4g118470	MTR_4g118470	OG0001973
Medtr4g118480	Mtrunc_chr4:49075128-49076155	Medtr4g118480	MTR_4g118480	OG0001973
Medtr4g118490	Mtrunc_chr4:49079049-49079497	Medtr4g118490	MTR_4g118490	OG0001054
Medtr4g118510	Mtrunc_chr4:49084996-49088873	Medtr4g118510	MTR_4g118510	OG0008324
Medtr4g118560	Mtrunc_chr4:49096498-49099546	Medtr4g118560	MTR_4g118560	OG0006068
Medtr4g118570	Mtrunc_chr4:49099970-49105607	Medtr4g118570	MTR_4g118570	OG0002455
Medtr4g118580	Mtrunc_chr4:49106193-49110487	Medtr4g118580	MTR_4g118580	OG0008280
Medtr4g118590	Mtrunc_chr4:49111492-49122102	Medtr4g118590	MTR_4g118590	OG0002455
Medtr4g118610	Mtrunc_chr4:49131239-49135116	Medtr4g118610	MTR_4g118610	OG0001383
Medtr4g118630	Mtrunc_chr4:49138254-49142925	Medtr4g118630	MTR_4g118630	OG0011184
Medtr4g118640	Mtrunc_chr4:49145064-49149426	Medtr4g118640	MTR_4g118640	OG0001674
Medtr4g118650	Mtrunc_chr4:49150006-49150515	Medtr4g118650	MTR_4g118650	OG0013264
Medtr4g118660	Mtrunc_chr4:49154272-49157259	Medtr4g118660	MTR_4g118660	OG0000913
Medtr4g118680	Mtrunc_chr4:49160704-49160913	Medtr4g118680	MTR_4g118680	OG0004799
Medtr4g118700	Mtrunc_chr4:49162766-49164700	Medtr4g118700	MTR_4g118700	OG0012314
Medtr4g118720	Mtrunc_chr4:49169826-49190490	Medtr4g118720	MTR_4g118720	OG0004561
Medtr4g118760	Mtrunc_chr4:49201562-49205102	Medtr4g118760	MTR_4g118760	OG0009264
Medtr4g118770	Mtrunc_chr4:49205784-49209584	Medtr4g118770	MTR_4g118770	OG0001135
Medtr4g118780	Mtrunc_chr4:49213163-49216529	Medtr4g118780	MTR_4g118780	OG0002549
Medtr4g118790	Mtrunc_chr4:49217990-49221953	Medtr4g118790	MTR_4g118790	OG0010635
Medtr4g118800	Mtrunc_chr4:49222579-49224515	Medtr4g118800	MTR_4g118800	OG0003253
Medtr4g118810	Mtrunc_chr4:49234116-49235835	Medtr4g118810	MTR_4g118810	OG0003252
Medtr4g118830	Mtrunc_chr4:49244501-49245174	Medtr4g118830	MTR_4g118830	OG0022438
Medtr4g118845	Mtrunc_chr4:49251792-49260219	Medtr4g118845	MTR_4g118845	OG0003799
Medtr4g118855	Mtrunc_chr4:49265111-49267483	Medtr4g118855	MTR_4g118855	OG0000057
Medtr4g118885	Mtrunc_chr4:49275501-49276802	Medtr4g118885	MTR_4g118885	OG0028435
Medtr4g119010	Mtrunc_chr4:49279055-49280326	Medtr4g119010	MTR_4g119010	OG0028435
Medtr4g119030	Mtrunc_chr4:49289717-49290102	Medtr4g119030	MTR_4g119030	OG0000178
Medtr4g119040	Mtrunc_chr4:49296668-49297053	Medtr4g119040	MTR_4g119040	OG0000178
Medtr4g119050	Mtrunc_chr4:49303385-49304082	Medtr4g119050	MTR_4g119050	OG0000178
Medtr4g119070	Mtrunc_chr4:49310923-49315656	Medtr4g119070	MTR_4g119070	OG0004440
Medtr4g119090	Mtrunc_chr4:49321550-49321732	Medtr4g119090	MTR_4g119090	OG0028410
Medtr4g119100	Mtrunc_chr4:49322114-49329414	Medtr4g119100	MTR_4g119100	OG0006977
Medtr4g119120	Mtrunc_chr4:49335688-49337418	Medtr4g119120	MTR_4g119120	OG0010035
Medtr4g119140	Mtrunc_chr4:49339958-49344900	Medtr4g119140	MTR_4g119140	OG0002881
Medtr4g119160	Mtrunc_chr4:49345264-49346404	Medtr4g119160	MTR_4g119160	OG0012997
Medtr4g119170	Mtrunc_chr4:49346648-49348268	Medtr4g119170	MTR_4g119170	OG0015062
Medtr4g119190	Mtrunc_chr4:49350186-49350386	Medtr4g119190	MTR_4g119190	OG0003560
Medtr4g119195	Mtrunc_chr4:49351076-49355117	Medtr4g119195	MTR_4g119195	OG0002881
Medtr4g119220	Mtrunc_chr4:49361029-49364638	Medtr4g119220	MTR_4g119220	OG0007531
Medtr4g119230	Mtrunc_chr4:49365463-49372062	Medtr4g119230	MTR_4g119230	OG0007773
Medtr4g119250	Mtrunc_chr4:49374864-49375046	Medtr4g119250	MTR_4g119250	OG0028436
Medtr4g119270	Mtrunc_chr4:49385473-49386669	Medtr4g119270	MTR_4g119270	OG0011185
Medtr4g119280	Mtrunc_chr4:49390580-49394887	Medtr4g119280	MTR_4g119280	OG0002071
Medtr4g119330	Mtrunc_chr4:49410320-49410502	Medtr4g119330	MTR_4g119330	OG0002882
Medtr4g119340	Mtrunc_chr4:49411895-49415258	Medtr4g119340	MTR_4g119340	OG0011716
Medtr4g119380	Mtrunc_chr4:49424788-49425567	Medtr4g119380	MTR_4g119380	OG0023084
Medtr4g119390	Mtrunc_chr4:49426944-49447981	Medtr4g119390	MTR_4g119390	OG0001660
Medtr4g119400	Mtrunc_chr4:49449728-49457831	Medtr4g119400	MTR_4g119400	OG0003458
Medtr4g119410	Mtrunc_chr4:49462770-49465781	Medtr4g119410	MTR_4g119410	OG0010249
Medtr4g119420	Mtrunc_chr4:49466962-49468862	Medtr4g119420	MTR_4g119420	OG0011944
Medtr4g119413	Mtrunc_chr4:49470936-49479364	Medtr4g119413	MTR_4g119413	OG0001628
Medtr4g119422	Mtrunc_chr4:49483972-49486759	Medtr4g119422	MTR_4g119422	OG0015759
Medtr4g119428	Mtrunc_chr4:49493793-49494536	Medtr4g119428	MTR_4g119428	OG0000618
Medtr4g119430	Mtrunc_chr4:49509754-49511733	Medtr4g119430	MTR_4g119430	OG0000434
Medtr4g119450	Mtrunc_chr4:49520043-49522675	Medtr4g119450	MTR_4g119450	OG0015759
Medtr4g119460	Mtrunc_chr4:49523514-49523714	Medtr4g119460	MTR_4g119460	OG0002878
Medtr4g119490	Mtrunc_chr4:49529016-49533061	Medtr4g119490	MTR_4g119490	OG0015759
Medtr4g119500	Mtrunc_chr4:49536317-49537020	Medtr4g119500	MTR_4g119500	OG0001421
Medtr4g119510	Mtrunc_chr4:49541666-49542508	Medtr4g119510	MTR_4g119510	OG0012846
Medtr4g119550	Mtrunc_chr4:49553010-49554617	Medtr4g119550	MTR_4g119550	OG0001481
Medtr4g119570	Mtrunc_chr4:49558150-49559318	Medtr4g119570	MTR_4g119570	OG0001481
Medtr4g119580	Mtrunc_chr4:49561008-49563660	Medtr4g119580	MTR_4g119580	OG0001481
Medtr4g119600	Mtrunc_chr4:49564942-49565970	Medtr4g119600	MTR_4g119600	OG0000201
Medtr4g119615	Mtrunc_chr4:49571222-49573461	Medtr4g119615	MTR_4g119615	OG0001481
Medtr4g119620	Mtrunc_chr4:49575751-49578750	Medtr4g119620	MTR_4g119620	OG0008747
Medtr4g119630	Mtrunc_chr4:49581663-49584894	Medtr4g119630	MTR_4g119630	OG0000785
Medtr4g119640	Mtrunc_chr4:49588641-49589172	Medtr4g119640	MTR_4g119640	OG0000785
Medtr4g119660	Mtrunc_chr4:49590462-49592870	Medtr4g119660	MTR_4g119660	OG0010967
Medtr4g119670	Mtrunc_chr4:49594166-49603372	Medtr4g119670	MTR_4g119670	OG0010983
Medtr4g119680	Mtrunc_chr4:49606365-49606637	Medtr4g119680	MTR_4g119680	OG0000298
Medtr4g119700	Mtrunc_chr4:49610075-49612030	Medtr4g119700	MTR_4g119700	OG0007128
Medtr4g119770	Mtrunc_chr4:49614606-49619872	Medtr4g119770	MTR_4g119770	OG0004238
Medtr4g119780	Mtrunc_chr4:49623846-49624891	Medtr4g119780	MTR_4g119780	OG0000289
Medtr4g119790	Mtrunc_chr4:49633553-49634198	Medtr4g119790	MTR_4g119790	OG0001741
Medtr4g119810	Mtrunc_chr4:49642311-49644124	Medtr4g119810	MTR_4g119810	OG0011292
Medtr4g119820	Mtrunc_chr4:49653239-49654929	Medtr4g119820	MTR_4g119820	OG0023168
Medtr4g119830	Mtrunc_chr4:49656992-49659929	Medtr4g119830	MTR_4g119830	OG0005102
Medtr4g119840	Mtrunc_chr4:49661462-49665594	Medtr4g119840	MTR_4g119840	OG0012248
Medtr4g119850	Mtrunc_chr4:49665875-49666789	Medtr4g119850	MTR_4g119850	OG0002959
Medtr4g119860	Mtrunc_chr4:49670930-49671709	Medtr4g119860	MTR_4g119860	OG0000595
Medtr4g119880	Mtrunc_chr4:49678173-49680110	Medtr4g119880	MTR_4g119880	OG0003436
Medtr4g119900	Mtrunc_chr4:49684309-49691222	Medtr4g119900	MTR_4g119900	OG0004550
Medtr4g119910	Mtrunc_chr4:49692130-49695339	Medtr4g119910	MTR_4g119910	OG0001908
Medtr4g119920	Mtrunc_chr4:49696694-49699737	Medtr4g119920	MTR_4g119920	OG0008323
Medtr4g119930	Mtrunc_chr4:49700820-49704236	Medtr4g119930	MTR_4g119930	OG0015759
Medtr4g119960	Mtrunc_chr4:49717329-49723519	Medtr4g119960	MTR_4g119960	OG0010633
Medtr4g119970	Mtrunc_chr4:49725490-49731375	Medtr4g119970	MTR_4g119970	OG0002997
Medtr4g119980	Mtrunc_chr4:49733504-49741632	Medtr4g119980	MTR_4g119980	OG0004531
Medtr4g119990	Mtrunc_chr4:49742159-49745391	Medtr4g119990	MTR_4g119990	OG0022939
Medtr4g120020	Mtrunc_chr4:49753021-49753816	Medtr4g120020	MTR_4g120020	OG0007911
Medtr4g120030	Mtrunc_chr4:49755377-49758094	Medtr4g120030	MTR_4g120030	NA
Medtr4g120040	Mtrunc_chr4:49759382-49760884	Medtr4g120040	MTR_4g120040	OG0001336
Medtr4g120050	Mtrunc_chr4:49765244-49767507	Medtr4g120050	MTR_4g120050	OG0004129
Medtr4g120060	Mtrunc_chr4:49771276-49772725	Medtr4g120060	MTR_4g120060	OG0001548
Medtr4g120070	Mtrunc_chr4:49772806-49778936	Medtr4g120070	MTR_4g120070	OG0007279
Medtr4g120080	Mtrunc_chr4:49784251-49787362	Medtr4g120080	MTR_4g120080	OG0000168
Medtr4g120130	Mtrunc_chr4:49795592-49803884	Medtr4g120130	MTR_4g120130	OG0005520
Medtr4g120150	Mtrunc_chr4:49807388-49810451	Medtr4g120150	MTR_4g120150	OG0009420
Medtr4g120160	Mtrunc_chr4:49813607-49814189	Medtr4g120160	MTR_4g120160	OG0009847
Medtr4g120220	Mtrunc_chr4:49823102-49827309	Medtr4g120220	MTR_4g120220	OG0008363
Medtr4g120230	Mtrunc_chr4:49828585-49831428	Medtr4g120230	MTR_4g120230	OG0006048
Medtr4g120240	Mtrunc_chr4:49832051-49833912	Medtr4g120240	MTR_4g120240	OG0000236
Medtr4g120270	Mtrunc_chr4:49861539-49862357	Medtr4g120270	MTR_4g120270	OG0001933
Medtr4g120280	Mtrunc_chr4:49864575-49866421	Medtr4g120280	MTR_4g120280	OG0015163
Medtr4g120290	Mtrunc_chr4:49870381-49872352	Medtr4g120290	MTR_4g120290	OG0015163
Medtr4g120300	Mtrunc_chr4:49879802-49880437	Medtr4g120300	MTR_4g120300	OG0002300
Medtr4g120320	Mtrunc_chr4:49884372-49886301	Medtr4g120320	MTR_4g120320	OG0008991
Medtr4g120340	Mtrunc_chr4:49892396-49894453	Medtr4g120340	MTR_4g120340	OG0008361
Medtr4g120350	Mtrunc_chr4:49895704-49895916	Medtr4g120350	MTR_4g120350	OG0027899
Medtr4g120360	Mtrunc_chr4:49898147-49901301	Medtr4g120360	MTR_4g120360	OG0010943
Medtr4g120380	Mtrunc_chr4:49903904-49906039	Medtr4g120380	MTR_4g120380	OG0001481
Medtr4g120400	Mtrunc_chr4:49913502-49914270	Medtr4g120400	MTR_4g120400	OG0007422
Medtr4g120410	Mtrunc_chr4:49916027-49918669	Medtr4g120410	MTR_4g120410	OG0001658
Medtr4g120420	Mtrunc_chr4:49918770-49921539	Medtr4g120420	MTR_4g120420	OG0007526
Medtr4g120430	Mtrunc_chr4:49922589-49923398	Medtr4g120430	MTR_4g120430	OG0028030
Medtr4g120450	Mtrunc_chr4:49928235-49929352	Medtr4g120450	MTR_4g120450	OG0007421
Medtr4g120470	Mtrunc_chr4:49933657-49940997	Medtr4g120470	MTR_4g120470	OG0008558
Medtr4g120490	Mtrunc_chr4:49946058-49946534	Medtr4g120490	MTR_4g120490	OG0028437
Medtr4g120900	Mtrunc_chr4:49954198-49962193	Medtr4g120900	MTR_4g120900	OG0000203
Medtr4g120720	Mtrunc_chr4:49974321-49975784	Medtr4g120720	MTR_4g120720	OG0001493
Medtr4g120730	Mtrunc_chr4:49981535-49985560	Medtr4g120730	MTR_4g120730	OG0002676
Medtr4g120740	Mtrunc_chr4:49986451-49996350	Medtr4g120740	MTR_4g120740	OG0008009
Medtr4g120750	Mtrunc_chr4:49996592-49997865	Medtr4g120750	MTR_4g120750	OG0014957
Medtr4g120760	Mtrunc_chr4:49999676-50001780	Medtr4g120760	MTR_4g120760	OG0000175
Medtr4g120770	Mtrunc_chr4:50003492-50006693	Medtr4g120770	MTR_4g120770	OG0002207
Medtr4g120790	Mtrunc_chr4:50007824-50008562	Medtr4g120790	MTR_4g120790	OG0001593
Medtr4g120810	Mtrunc_chr4:50010387-50017960	Medtr4g120810	MTR_4g120810	OG0005584
Medtr4g120825	Mtrunc_chr4:50036249-50037482	Medtr4g120825	MTR_4g120825	OG0002192
Medtr4g120830	Mtrunc_chr4:50043806-50044661	Medtr4g120830	MTR_4g120830	OG0002192
Medtr4g120840	Mtrunc_chr4:50046505-50047138	Medtr4g120840	MTR_4g120840	OG0011444
Medtr4g120880	Mtrunc_chr4:50059450-50064035	Medtr4g120880	MTR_4g120880	OG0009622
Medtr4g120940	Mtrunc_chr4:50070322-50071629	Medtr4g120940	MTR_4g120940	OG0011541
Medtr4g120950	Mtrunc_chr4:50072677-50073866	Medtr4g120950	MTR_4g120950	NA
Medtr4g120970	Mtrunc_chr4:50078482-50079473	Medtr4g120970	MTR_4g120970	OG0011541
Medtr4g120990	Mtrunc_chr4:50085029-50090392	Medtr4g120990	MTR_4g120990	OG0003893
Medtr4g121010	Mtrunc_chr4:50099493-50099907	Medtr4g121010	MTR_4g121010	OG0015839
Medtr4g121020	Mtrunc_chr4:50105754-50110170	Medtr4g121020	MTR_4g121020	OG0004360
